,stud_sentence,stud_field,AVG-W2V_all_scores,AVG-W2V_similarity,AVG-W2V_aimed_sentence,AVG-W2V_aimed_field,AVG-W2V-STOP_all_scores,AVG-W2V-STOP_similarity,AVG-W2V-STOP_aimed_sentence,AVG-W2V-STOP_aimed_field,AVG-W2V-TFIDF_all_scores,AVG-W2V-TFIDF_similarity,AVG-W2V-TFIDF_aimed_sentence,AVG-W2V-TFIDF_aimed_field,AVG-W2V-TFIDF-STOP_all_scores,AVG-W2V-TFIDF-STOP_similarity,AVG-W2V-TFIDF-STOP_aimed_sentence,AVG-W2V-TFIDF-STOP_aimed_field,WMD-W2V_all_scores,WMD-W2V_similarity,WMD-W2V_aimed_sentence,WMD-W2V_aimed_field,SIF-W2V_all_scores,SIF-W2V_similarity,SIF-W2V_aimed_sentence,SIF-W2V_aimed_field,IDStud,IDClass,Category,Accuracy_score,Code,Fieldname
32,concrete shrinks by heating,1,"[0.60315293, 0.62275964, 0.40541327, 0.2081582]",0.6227596402168274,Concrete dries out,Field2_en,"[0.6227552, 0.6746083, 0.33655205, 0.23326936]",0.6746082901954651,Concrete dries out,Field2_en,"[0.6286089339680212, 0.6159678384410765, 0.34114812243799125, 0.20496995581563363]",0.6286089339680212,Central heating,Field1_en,"[0.6290296740092371, 0.614277903091631, 0.3185341489499867, 0.20637390839271538]",0.6290296740092371,Central heating,Field1_en,"[-2.581592729635, -2.437626396835564, -3.2785873931229563, -3.917510178793073]",-2.437626396835564,Concrete dries out,Field2_en,"[-0.3006745236165423, -0.20971815282915895, -0.4667831561194259, -0.6232888507212389]",-0.20971815282915895,Concrete dries out,Field2_en,19I4F3GA1,3GA1,Beton,1,g,1
33,Concrete is used in central heating,1,"[0.7784877, 0.52205807, 0.426953, 0.22122227]",0.7784876823425293,Central heating,Field1_en,"[0.81459856, 0.5208149, 0.35589328, 0.24511854]",0.814598560333252,Central heating,Field1_en,"[0.8546684886229581, 0.4744886772010881, 0.34720370848326, 0.26120199279107387]",0.8546684886229581,Central heating,Field1_en,"[0.8549564309672134, 0.46695853789467373, 0.32823048727348836, 0.26268113754251926]",0.8549564309672134,Central heating,Field1_en,"[-2.0794495730132727, -2.6699271625192185, -2.951845876973234, -3.609986292032284]",-2.0794495730132727,Central heating,Field1_en,"[0.14154319513568211, -0.22721935615319688, -0.48724090660309566, -0.6921063995465824]",0.14154319513568211,Central heating,Field1_en,19I5F3AB,3AB,Beton,1,g,1
34,In a building heating,1,"[0.7727365, 0.36349896, 0.43949097, 0.28837022]",0.7727364897727966,Central heating,Field1_en,"[0.7651716, 0.33507285, 0.42550156, 0.2986348]",0.7651715874671936,Central heating,Field1_en,"[0.9246830535501034, 0.3051156674289593, 0.3464531938052264, 0.27655863187378094]",0.9246830535501034,Central heating,Field1_en,"[0.9233355174552146, 0.3001645247181841, 0.33316503196934083, 0.2763777805851167]",0.9233355174552146,Central heating,Field1_en,"[-1.7904617021427627, -2.9831886721858916, -2.739735638099757, -3.451314195895515]",-1.7904617021427627,Central heating,Field1_en,"[-0.23517886746588376, -0.45539489384969295, -0.44255117486532614, -0.5983384183755768]",-0.23517886746588376,Central heating,Field1_en,20I6FG3,G3,Beton,1,g,1
35,Central heating in the building,1,"[0.86294806, 0.34036526, 0.442749, 0.25666097]",0.8629480600357056,Central heating,Field1_en,"[0.9149152, 0.3021409, 0.44417834, 0.2775077]",0.9149152040481567,Central heating,Field1_en,"[0.9601858343714866, 0.2929917732792731, 0.37608103658460496, 0.27544786782147657]",0.9601858343714866,Central heating,Field1_en,"[0.9620603481796861, 0.2866859724446429, 0.36435104662537554, 0.27603074773381275]",0.9620603481796861,Central heating,Field1_en,"[-1.666325127397561, -3.0400676228005308, -2.7375791320112937, -3.4023805755161285]",-1.666325127397561,Central heating,Field1_en,"[0.35354892943313404, -0.5156305112782045, -0.4307362186880918, -0.6992805557417535]",0.35354892943313404,Central heating,Field1_en,2I3O2VB,2VB,Beton,1,g,1
36,the use of central heating in concrete buildings,1,"[0.74401057, 0.4887234, 0.5942132, 0.34627542]",0.7440105676651001,Central heating,Field1_en,"[0.7482796, 0.47982618, 0.60268754, 0.3663815]",0.7482795715332031,Central heating,Field1_en,"[0.7962029620037759, 0.44301651576463197, 0.5571665773840411, 0.35979136738197914]",0.7962029620037759,Central heating,Field1_en,"[0.7957176437737947, 0.4379487450063934, 0.5466330663649824, 0.3607802434692761]",0.7957176437737947,Central heating,Field1_en,"[-2.227017022411225, -2.720437788793148, -2.5365142686675943, -3.449080768613468]",-2.227017022411225,Central heating,Field1_en,"[0.07968284339533852, -0.26417533077841954, -0.16288246934636672, -0.6699380363689786]",0.07968284339533852,Central heating,Field1_en,2I5O3TT1,3TT1,Beton,1,g,1
37,warmth of central heating ensures that concrete shrinks,1,"[0.68746346, 0.5664349, 0.3467524, 0.23665413]",0.6874634623527527,Central heating,Field1_en,"[0.68943024, 0.56500536, 0.28937984, 0.22939691]",0.6894302368164062,Central heating,Field1_en,"[0.6074491574058057, 0.5560189596693719, 0.2805330890975133, 0.21501697347765872]",0.6074491574058057,Central heating,Field1_en,"[0.6068011472262246, 0.5509058544743236, 0.25744371518014497, 0.21371649150778416]",0.6068011472262246,Central heating,Field1_en,"[-2.5260785086296975, -2.9194161260334597, -3.380670080724346, -3.8987892575128704]",-2.5260785086296975,Central heating,Field1_en,"[-0.18624838266209376, -0.21657283093588298, -0.47523809915525256, -0.6057446060845949]",-0.18624838266209376,Central heating,Field1_en,2I6FH3B,H3B,Beton,1,g,1
38,concrete with central heating,1,"[0.8239939, 0.5174645, 0.3617411, 0.24648494]",0.8239939212799072,Central heating,Field1_en,"[0.8558713, 0.5319358, 0.3357092, 0.24192335]",0.855871319770813,Central heating,Field1_en,"[0.8568769938873486, 0.46377111157586387, 0.33074723664109396, 0.2605417165606279]",0.8568769938873486,Central heating,Field1_en,"[0.8578580886591732, 0.4599212568313716, 0.3157396889179711, 0.25884058314219344]",0.8578580886591732,Central heating,Field1_en,"[-1.6497907043743134, -2.4849159653611297, -3.1799754024329907, -3.6989324435802695]",-1.6497907043743134,Central heating,Field1_en,"[0.07703325371814962, -0.2664544967152179, -0.5148342185065393, -0.6811369263466888]",0.07703325371814962,Central heating,Field1_en,4I2O3G2,3G2,Beton,1,g,1
39,central heating dries out concrete,1,"[0.71548676, 0.8505249, 0.3295282, 0.26259002]",0.85052490234375,Concrete dries out,Field2_en,"[0.7433372, 0.8230431, 0.30736604, 0.2554686]",0.8230431079864502,Concrete dries out,Field2_en,"[0.654226605189146, 0.8995664919402317, 0.27006012819891034, 0.23450198533855146]",0.8995664919402317,Concrete dries out,Field2_en,"[0.6557446857650847, 0.896989754006794, 0.2551682267467134, 0.2311251769050147]",0.896989754006794,Concrete dries out,Field2_en,"[-2.1477172599689482, -1.4318076661738135, -3.441736519401036, -3.8157201781297685]",-1.4318076661738135,Concrete dries out,Field2_en,"[-0.02120398585032148, 0.43150152913796974, -0.6730804022744848, -0.845640141344265]",0.43150152913796974,Concrete dries out,Field2_en,5I1FH3A,H3A,Beton,1,g,1
40,central heated heats,1,"[0.59618175, 0.27437302, 0.15968981, 0.15286386]",0.5961817502975464,Central heating,Field1_en,"[0.59618175, 0.26833192, 0.15256086, 0.15286386]",0.5961817502975464,Central heating,Field1_en,"[0.49182738404943926, 0.31273333162547123, 0.11776815751741178, 0.1399706863393211]",0.49182738404943926,Central heating,Field1_en,"[0.49182738404943926, 0.3094969122885738, 0.10941206210138078, 0.1399706863393211]",0.49182738404943926,Central heating,Field1_en,"[-2.3691967823097104, -3.6018409502608746, -3.63687900206453, -4.011997718838391]",-2.3691967823097104,Central heating,Field1_en,"[-0.6739990411523548, -0.5024642352826864, -0.5197594084470509, -0.5442226129930037]",-0.5024642352826864,Concrete dries out,Field2_en,5I2F3TT1,3TT1,Beton,1,g,1
41,There is central heating is used,1,"[0.79405063, 0.36066785, 0.39561737, 0.22706664]",0.7940506339073181,Central heating,Field1_en,"[0.9062218, 0.25280824, 0.28266457, 0.19663772]",0.9062218070030212,Central heating,Field1_en,"[0.9718662852044875, 0.3021497946456161, 0.2841163589436311, 0.23018864526164318]",0.9718662852044875,Central heating,Field1_en,"[0.9878394735924322, 0.2685511225948302, 0.24294151783983764, 0.2150464965083037]",0.9878394735924322,Central heating,Field1_en,"[-2.0891942480669092, -3.280146468446632, -2.8316780289927137, -3.5766746764390187]",-2.0891942480669092,Central heating,Field1_en,"[0.4586630157675814, -0.4948834404760559, -0.5430707846528079, -0.6999481946708724]",0.4586630157675814,Central heating,Field1_en,5I3OV3D,V3D,Beton,1,g,1
42,central heating at concrete buildings,1,"[0.74379575, 0.48009235, 0.57444286, 0.33908215]",0.7437957525253296,Central heating,Field1_en,"[0.7674432, 0.49615568, 0.60154426, 0.34168854]",0.7674431800842285,Central heating,Field1_en,"[0.7948145115961384, 0.4390447268654087, 0.5481264675878266, 0.3498462667980555]",0.7948145115961384,Central heating,Field1_en,"[0.7967985310365806, 0.43716685435872216, 0.5389538926227354, 0.3491524148562061]",0.7967985310365806,Central heating,Field1_en,"[-2.045328783399391, -2.717651856395177, -2.559468831617934, -3.599278020192051]",-2.045328783399391,Central heating,Field1_en,"[0.035340809745713624, -0.27773963402110224, -0.18912753173807426, -0.6699841473581611]",0.035340809745713624,Central heating,Field1_en,5I5F3A3,3A3,Beton,1,g,1
43,In buildings have central heating,1,"[0.8146487, 0.30879202, 0.61250037, 0.3395781]",0.8146486878395081,Central heating,Field1_en,"[0.8635585, 0.2728496, 0.6062445, 0.32975394]",0.8635584712028503,Central heating,Field1_en,"[0.9088000253662477, 0.2744006900304511, 0.5436721629190255, 0.3443015787085883]",0.9088000253662477,Central heating,Field1_en,"[0.9125320580420682, 0.2711853101091473, 0.5264456404878719, 0.335962485898392]",0.9125320580420682,Central heating,Field1_en,"[-1.8485588124910357, -3.232582372839384, -2.2961112873781433, -3.4267927695503233]",-1.8485588124910357,Central heating,Field1_en,"[0.24773598901585797, -0.5559594711671799, -0.18489016905721514, -0.6997403780591815]",0.24773598901585797,Central heating,Field1_en,7I5F3VA,3VA,Beton,1,g,1
44,Central heating in buildings,1,"[0.8577986, 0.3049618, 0.56766695, 0.31784377]",0.8577985763549805,Central heating,Field1_en,"[0.8635585, 0.2728496, 0.6062445, 0.32975394]",0.8635584712028503,Central heating,Field1_en,"[0.9128402304234964, 0.2766568006667332, 0.5316681148400312, 0.33550493457199576]",0.9128402304234964,Central heating,Field1_en,"[0.9125320580420682, 0.2711853101091473, 0.5264456404878719, 0.335962485898392]",0.9125320580420682,Central heating,Field1_en,"[-1.53117300134629, -3.273217727361728, -2.299423876860952, -3.506948452661991]",-1.53117300134629,Central heating,Field1_en,"[0.1944208434681014, -0.5580410043550398, -0.21946812705268645, -0.6985926086324818]",0.1944208434681014,Central heating,Field1_en,8I3F2VB,2VB,Beton,1,g,1
45,in a house with new concrete and the heating,1,"[0.615305, 0.54424006, 0.4524232, 0.2547534]",0.6153050065040588,Central heating,Field1_en,"[0.63706464, 0.552479, 0.4042269, 0.27053624]",0.6370646357536316,Central heating,Field1_en,"[0.7952594836753042, 0.487491607767457, 0.36957319982382997, 0.27725702144131265]",0.7952594836753042,Central heating,Field1_en,"[0.7954703113107873, 0.48213001655556725, 0.3480568341757515, 0.27605817429361995]",0.7954703113107873,Central heating,Field1_en,"[-2.5312424379973195, -2.6098594388333805, -2.849637047142775, -3.4757061460789873]",-2.5312424379973195,Central heating,Field1_en,"[-0.14688893135270262, -0.1988386250402149, -0.4136697083960834, -0.6128727441171964]",-0.14688893135270262,Central heating,Field1_en,8I5FH3C,H3C,Beton,1,g,1
46,central heating in concrete building concrete dries out,1,"[0.70469826, 0.80683774, 0.42995363, 0.29932722]",0.8068377375602722,Concrete dries out,Field2_en,"[0.72465867, 0.79208034, 0.4234845, 0.3033324]",0.7920803427696228,Concrete dries out,Field2_en,"[0.6036352545953404, 0.880502994227618, 0.3563702064615853, 0.273716677306931]",0.880502994227618,Concrete dries out,Field2_en,"[0.603496832222246, 0.8781966005560757, 0.34345653041294616, 0.2713892104925913]",0.8781966005560757,Concrete dries out,Field2_en,"[-2.5027936573991774, -1.5907698823275311, -3.1265968323323134, -3.655220088858843]",-1.5907698823275311,Concrete dries out,Field2_en,"[-0.18387621495368947, 0.38885676092456734, -0.4748119464947546, -0.7537217403149542]",0.38885676092456734,Concrete dries out,Field2_en,9I3F3A3,3A3,Beton,1,g,1
47,If concrete is warm turn it off,1,"[0.33077967, 0.6414153, 0.33379617, 0.2865599]",0.6414152979850769,Concrete dries out,Field2_en,"[0.3446711, 0.6355718, 0.19256763, 0.3390396]",0.6355717778205872,Concrete dries out,Field2_en,"[0.36659558944356546, 0.5822628636028266, 0.24834143088013594, 0.2927188718150366]",0.5822628636028266,Concrete dries out,Field2_en,"[0.3677153045457921, 0.5632675577891888, 0.19850448427453682, 0.2981040749950768]",0.5632675577891888,Concrete dries out,Field2_en,"[-3.1573581934147708, -2.534616518469772, -2.970315496316058, -3.4699376210274746]",-2.534616518469772,Concrete dries out,Field2_en,"[-0.3423899553172585, -0.032944125150383696, -0.4657681261969539, -0.5265871341909143]",-0.032944125150383696,Concrete dries out,Field2_en,10I2FHC3,HC3,Beton,0,c,1
48,quality concrete is not good,1,"[0.23196568, 0.51601624, 0.40858302, 0.24319965]",0.5160162448883057,Concrete dries out,Field2_en,"[0.20471504, 0.548832, 0.27950832, 0.24499294]",0.5488319993019104,Concrete dries out,Field2_en,"[0.20740726994720393, 0.509474091989674, 0.3338720946700906, 0.2452403331818264]",0.509474091989674,Concrete dries out,Field2_en,"[0.19711389096648488, 0.5031415106554963, 0.2976278642725373, 0.23703673322220062]",0.5031415106554963,Concrete dries out,Field2_en,"[-3.3365032343054772, -2.5943083220672682, -2.9007495767905502, -3.5303290086756705]",-2.5943083220672682,Concrete dries out,Field2_en,"[-0.4621673081657836, -0.3356939620600743, -0.4538945025427979, -0.5893816378341827]",-0.3356939620600743,Concrete dries out,Field2_en,11I3F3VA,3VA,Beton,0,c,1
49,concrete is used for houses,1,"[0.2926951, 0.55893195, 0.56484395, 0.23516089]",0.5648439526557922,Buildings are smaller,Field3_en,"[0.25319088, 0.56629735, 0.5307751, 0.26659977]",0.5662973523139954,Concrete dries out,Field2_en,"[0.2290653622261432, 0.5000815315172452, 0.5371138423624513, 0.2718586606050961]",0.5371138423624513,Buildings are smaller,Field3_en,"[0.21828428197200736, 0.4882801981078636, 0.5231702147954866, 0.2729952271081612]",0.5231702147954866,Buildings are smaller,Field3_en,"[-3.2377306895129205, -2.5019952182120884, -2.6036059004499617, -3.5172786175920487]",-2.5019952182120884,Concrete dries out,Field2_en,"[-0.4663110144557351, -0.25908485514047586, -0.31089357269057644, -0.6109527163809961]",-0.25908485514047586,Concrete dries out,Field2_en,11I4FH3C,H3C,Beton,0,c,1
50,buildings are made of concrete,1,"[0.24866383, 0.47675577, 0.7378001, 0.36528626]",0.737800121307373,Buildings are smaller,Field3_en,"[0.23997298, 0.51281625, 0.6294992, 0.3437106]",0.6294991970062256,Buildings are smaller,Field3_en,"[0.2377035843130997, 0.4398999197397555, 0.6494792211031261, 0.3598915031159353]",0.6494792211031261,Buildings are smaller,Field3_en,"[0.22856502337811652, 0.4374432747993016, 0.6264868732772779, 0.34792384322552533]",0.6264868732772779,Buildings are smaller,Field3_en,"[-3.485898695909023, -2.658679377143871, -1.6228200329874898, -3.4832769570592643]",-1.6228200329874898,Buildings are smaller,Field3_en,"[-0.47194448955320534, -0.3046587482566789, -0.2447598751091849, -0.6130588329556944]",-0.2447598751091849,Buildings are smaller,Field3_en,11I5F3A1,3A1,Beton,0,c,1
51,concrete buildings,1,"[0.25458, 0.5141095, 0.61768746, 0.34350276]",0.617687463760376,Buildings are smaller,Field3_en,"[0.25458, 0.5390126, 0.67905533, 0.34350276]",0.6790553331375122,Buildings are smaller,Field3_en,"[0.22994236214410302, 0.43874914000021187, 0.6274413492451997, 0.34161430396190107]",0.6274413492451997,Buildings are smaller,Field3_en,"[0.22994236214410302, 0.43606540088998247, 0.6307598325180475, 0.34161430396190107]",0.6307598325180475,Buildings are smaller,Field3_en,"[-3.6416796823325157, -2.6141434600502347, -2.2988568867211687, -3.528404299139738]",-2.2988568867211687,Buildings are smaller,Field3_en,"[-0.49000233707218843, -0.3949865125192693, -0.37236532516778226, -0.6314892520338845]",-0.37236532516778226,Buildings are smaller,Field3_en,11I6F2VB,2VB,Beton,0,c,1
52,There cv applied in concrete buildings,1,"[0.26198396, 0.46888146, 0.46411943, 0.2403204]",0.4688814580440521,Concrete dries out,Field2_en,"[0.20627894, 0.4209158, 0.45489627, 0.20053606]",0.4548962712287903,Buildings are smaller,Field3_en,"[0.14267187651447777, 0.2984614033776958, 0.3422424621531577, 0.15210243919945743]",0.3422424621531577,Buildings are smaller,Field3_en,"[0.13290883284517568, 0.28402763135525655, 0.3315081336864423, 0.1400011207608685]",0.3315081336864423,Buildings are smaller,Field3_en,"[-3.613195725790341, -2.9100376998937567, -2.848003288782326, -3.793453726013306]",-2.848003288782326,Buildings are smaller,Field3_en,"[-0.4822384940042533, -0.4435187531788524, -0.45946779565079154, -0.6161613722177041]",-0.4435187531788524,Concrete dries out,Field2_en,14I3FA3A,A3A,Beton,0,c,1
53,Many buildings are made of concrete,1,"[0.2562305, 0.47206834, 0.7530467, 0.36960927]",0.7530466914176941,Buildings are smaller,Field3_en,"[0.25746903, 0.49935356, 0.6351282, 0.36243433]",0.6351282000541687,Buildings are smaller,Field3_en,"[0.24818096051420008, 0.4431534731937338, 0.6657512080854078, 0.37068260516292273]",0.6657512080854078,Buildings are smaller,Field3_en,"[0.241121692104817, 0.4413369825845861, 0.6396561936340884, 0.3616389516172964]",0.6396561936340884,Buildings are smaller,Field3_en,"[-3.416277819437408, -2.724814278531654, -1.7902310864320683, -3.4669217508449557]",-1.7902310864320683,Buildings are smaller,Field3_en,"[-0.45563126525034936, -0.24316131531335133, -0.1409862892565617, -0.5966386025618685]",-0.1409862892565617,Buildings are smaller,Field3_en,14I5F3AB,3AB,Beton,0,c,1
54,1962 KOMO certificate authorized use of concrete,1,"[0.17952117, 0.37603602, 0.2252269, 0.20273736]",0.37603601813316345,Concrete dries out,Field2_en,"[0.17952117, 0.39006937, 0.2331425, 0.20273736]",0.3900693655014038,Concrete dries out,Field2_en,"[0.13303427585068553, 0.30424522924118924, 0.1973395666637855, 0.1720296912283912]",0.30424522924118924,Concrete dries out,Field2_en,"[0.13303427585068553, 0.3036829511070648, 0.20121461781262773, 0.1720296912283912]",0.3036829511070648,Concrete dries out,Field2_en,"[-3.764393390715718, -2.8832592788361806, -3.5260559655521115, -3.9030415231444837]",-2.8832592788361806,Concrete dries out,Field2_en,"[-0.5064386869042958, -0.5504859789742447, -0.5380069406124197, -0.6290839602170543]",-0.5064386869042958,Central heating,Field1_en,14I5FH3B,H3B,Beton,0,c,1
55,buildings are often built of concrete,1,"[0.28586417, 0.5115345, 0.7584667, 0.4027654]",0.7584667205810547,Buildings are smaller,Field3_en,"[0.2839018, 0.5442711, 0.66992813, 0.39031222]",0.6699281334877014,Buildings are smaller,Field3_en,"[0.2638944088831559, 0.46857567831050706, 0.6748722686092103, 0.3906331233885113]",0.6748722686092103,Buildings are smaller,Field3_en,"[0.2572622493318953, 0.46674473192004257, 0.6533932666400074, 0.38197416845357113]",0.6533932666400074,Buildings are smaller,Field3_en,"[-3.4672958956985473, -2.749291179913041, -1.835837509256305, -3.493488130180073]",-1.835837509256305,Buildings are smaller,Field3_en,"[-0.4500866676945187, -0.21912759453358846, -0.1189357981311668, -0.5902719177351886]",-0.1189357981311668,Buildings are smaller,Field3_en,15I3F3A3,3A3,Beton,0,c,1
56,many buildings are made of concrete,1,"[0.2562305, 0.47206834, 0.7530467, 0.36960927]",0.7530466914176941,Buildings are smaller,Field3_en,"[0.25746903, 0.49935356, 0.6351282, 0.36243433]",0.6351282000541687,Buildings are smaller,Field3_en,"[0.24818096051420008, 0.4431534731937338, 0.6657512080854078, 0.37068260516292273]",0.6657512080854078,Buildings are smaller,Field3_en,"[0.241121692104817, 0.4413369825845861, 0.6396561936340884, 0.3616389516172964]",0.6396561936340884,Buildings are smaller,Field3_en,"[-3.416277819437408, -2.724814278531654, -1.7902310864320683, -3.4669217508449557]",-1.7902310864320683,Buildings are smaller,Field3_en,"[-0.45563126525034936, -0.24316131531335133, -0.1409862892565617, -0.5966386025618685]",-0.1409862892565617,Buildings are smaller,Field3_en,17I1F3GA1,3GA1,Beton,0,c,1
