Field,Field_correct,Field_en,Field_correct_en,Accuracy_score,Code,Fieldname
mensen moesten vroeger vaak snel de leefomgeving aanpassen,Mensen moeten niet te lang afgeleid worden van gevaar,People were often used to quickly adjust the environment,People should not be distracted for too long risk,0,c,Geld;Field1
mensen willen graag lottowinnaar zijn,Mensen moeten niet te lang afgeleid worden van gevaar,People want to be lotto winner,People should not be distracted for too long risk,0,c,Geld;Field1
familie/vrienden,Mensen moeten niet te lang afgeleid worden van gevaar,family friends,People should not be distracted for too long risk,0,c,Geld;Field1
Geld maakt niet gelukkig,Mensen moeten niet te lang afgeleid worden van gevaar,Money does not make you happy,People should not be distracted for too long risk,0,c,Geld;Field1
je bent gelukkig als je geen zorgen hebt maar als je dit te ONLEESBAAR hebt is dat ook niet goed,Mensen moeten niet te lang afgeleid worden van gevaar,you're lucky if you do not care but if you have to UNREADABLE this is not good,People should not be distracted for too long risk,0,c,Geld;Field1
heel veel geld,Mensen moeten niet te lang afgeleid worden van gevaar,lots of money,People should not be distracted for too long risk,0,c,Geld;Field1
Er is een onderzoek gedaan naar geluk,Mensen moeten niet te lang afgeleid worden van gevaar,There is research on happiness,People should not be distracted for too long risk,0,c,Geld;Field1
Als je geld hebt wil je meer,Mensen moeten niet te lang afgeleid worden van gevaar,If you have money you want more,People should not be distracted for too long risk,0,c,Geld;Field1
veel geld,Mensen moeten niet te lang afgeleid worden van gevaar,lots of money,People should not be distracted for too long risk,0,c,Geld;Field1
je koopt een lot,Mensen moeten niet te lang afgeleid worden van gevaar,you buy a ticket,People should not be distracted for too long risk,0,c,Geld;Field1
Economische welvaart maakt niet gelukkig,Mensen moeten niet te lang afgeleid worden van gevaar,Economic prosperity can not buy happiness,People should not be distracted for too long risk,0,c,Geld;Field1
gelukkig zijn met iets is als je iets nieuws krijgt,Mensen moeten niet te lang afgeleid worden van gevaar,be happy with anything when you get something new,People should not be distracted for too long risk,0,c,Geld;Field1
familie en omgeving om daar in te passen is belangrijk,Mensen moeten niet te lang afgeleid worden van gevaar,family and environment to fit in there is important,People should not be distracted for too long risk,0,c,Geld;Field1
de mens jaagde vroeger,Mensen moeten niet te lang afgeleid worden van gevaar,Man hunted earlier,People should not be distracted for too long risk,0,c,Geld;Field1
Veel geld,Mensen moeten niet te lang afgeleid worden van gevaar,Lots of money,People should not be distracted for too long risk,0,c,Geld;Field1
je hebt veel geld,Mensen moeten niet te lang afgeleid worden van gevaar,you have lots of money,People should not be distracted for too long risk,0,c,Geld;Field1
mensen krijgen snel en gemakkelijk geld,Mensen moeten niet te lang afgeleid worden van gevaar,people get quick and easy money,People should not be distracted for too long risk,0,c,Geld;Field1
Mensen willen vaak veel geld,Mensen moeten niet te lang afgeleid worden van gevaar,People often want money,People should not be distracted for too long risk,0,c,Geld;Field1
je wint de lotterij dus veel geld,Mensen moeten niet te lang afgeleid worden van gevaar,you win the lottery so much money,People should not be distracted for too long risk,0,c,Geld;Field1
Lottowinnaars hebben veel geld,Mensen moeten niet te lang afgeleid worden van gevaar,Lotto winners have a lot of money,People should not be distracted for too long risk,0,c,Geld;Field1
Mensen die gelukkig zijn,Mensen moeten niet te lang afgeleid worden van gevaar,People who are happy,People should not be distracted for too long risk,0,c,Geld;Field1
lange toch om afrika,Mensen moeten niet te lang afgeleid worden van gevaar,long anyway to africa,People should not be distracted for too long risk,0,c,Geld;Field1
moeilijkheden met geld,Mensen moeten niet te lang afgeleid worden van gevaar,difficulties with money,People should not be distracted for too long risk,0,c,Geld;Field1
lottowinnaars hebben veel geld,Mensen moeten niet te lang afgeleid worden van gevaar,Lotto winners have a lot of money,People should not be distracted for too long risk,0,c,Geld;Field1
"Mensen die iets krijgen wennen daar snel aan (geld, alcohol)",Mensen moeten niet te lang afgeleid worden van gevaar,"People who have something to get used to it quickly (money, alcohol)",People should not be distracted for too long risk,0,c,Geld;Field1
ze winnen de loterij,Mensen moeten niet te lang afgeleid worden van gevaar,they win the lottery,People should not be distracted for too long risk,0,c,Geld;Field1
Zeebaars bij de kust in Amerika,Afval hoeft niet op andere manier verwerkt te worden,Sea bass at the coast in America,Waste need not be processed in some way,5,g,Metro;Field1
kunstmatig rif ontstaan,Afval hoeft niet op andere manier verwerkt te worden,artificial reef arise,Waste need not be processed in some way,3,g,Metro;Field1
word op een kunstmatig koraalrif aangelegd,Afval hoeft niet op andere manier verwerkt te worden,word applied to an artificial coral reef,Waste need not be processed in some way,3,g,Metro;Field1
kunstmatig rif aangelegd,Afval hoeft niet op andere manier verwerkt te worden,artificial reef constructed,Waste need not be processed in some way,3,g,Metro;Field1
kunst matige riffen,Afval hoeft niet op andere manier verwerkt te worden,art moderate reefs,Waste need not be processed in some way,3,g,Metro;Field1
afval van metro's geen zorgen meer,Afval hoeft niet op andere manier verwerkt te worden,Metro's waste no more worries,Waste need not be processed in some way,2,g,Metro;Field1
hoeft het afval niet op andere manier verwerkt te worden,Afval hoeft niet op andere manier verwerkt te worden,the waste need not be processed in some way,Waste need not be processed in some way,2,g,Metro;Field1
hoeft het afval niet anders verwerkt te worden,Afval hoeft niet op andere manier verwerkt te worden,"otherwise, the waste does not need to be processed",Waste need not be processed in some way,2,g,Metro;Field1
Het afval hoeft niet ergens anders verwerkt te worden,Afval hoeft niet op andere manier verwerkt te worden,The waste does not have anywhere else to be processed,Waste need not be processed in some way,2,g,Metro;Field1
rode metrowagons hoeven niet op een andere manier verwerkt te worden,Afval hoeft niet op andere manier verwerkt te worden,red subway cars need not be processed in a different way,Waste need not be processed in some way,2,g,Metro;Field1
hoeven de rode wagens niet op een andere manier worden verwekt,Afval hoeft niet op andere manier verwerkt te worden,the red cars need not be differently conceived,Waste need not be processed in some way,2,g,Metro;Field1
Geen verdere verwerkinge nodig voor de wagons,Afval hoeft niet op andere manier verwerkt te worden,No further processing been required for wagons,Waste need not be processed in some way,2,g,Metro;Field1
hoeft het afval niet verwerkt te worden,Afval hoeft niet op andere manier verwerkt te worden,the waste need not be processed,Waste need not be processed in some way,2,g,Metro;Field1
afval hoeft niet meer verbrand te worden,Afval hoeft niet op andere manier verwerkt te worden,waste does not need to be incinerated,Waste need not be processed in some way,2,g,Metro;Field1
Hoeft restafval uit metro's niet ergens anders heen,Afval hoeft niet op andere manier verwerkt te worden,Do not waste from underground elsewhere,Waste need not be processed in some way,2,g,Metro;Field1
Hoeft het afval niet verwerkt te worden,Afval hoeft niet op andere manier verwerkt te worden,Hoeft the waste to be processed,Waste need not be processed in some way,2,g,Metro;Field1
Hoeven de metrowagens niet anders worden vernietigd,Afval hoeft niet op andere manier verwerkt te worden,Do not otherwise be destroyed subway cars,Waste need not be processed in some way,2,g,Metro;Field1
hoefden ze het afval niet op een andere manier verwerken,Afval hoeft niet op andere manier verwerkt te worden,they did not process in a different way the waste,Waste need not be processed in some way,2,g,Metro;Field1
hoeven ze niet verwerkt te worden als afval,Afval hoeft niet op andere manier verwerkt te worden,they do not need to be disposed of,Waste need not be processed in some way,2,g,Metro;Field1
Het afval van de metro wagens hoeft niet worden opgeruimt,Afval hoeft niet op andere manier verwerkt te worden,Subway cars waste does not need to be cleaned up,Waste need not be processed in some way,2,g,Metro;Field1
afval niet te verwerken,Afval hoeft niet op andere manier verwerkt te worden,not to process waste,Waste need not be processed in some way,2,g,Metro;Field1
afval uit metro's niet meer gedumpt hoeven te worden,Afval hoeft niet op andere manier verwerkt te worden,waste subways need not be dumped,Waste need not be processed in some way,2,g,Metro;Field1
Hoefde al het afval niet ergens anders heen,Afval hoeft niet op andere manier verwerkt te worden,all the waste did not have anywhere else,Waste need not be processed in some way,2,g,Metro;Field1
"hoefde ze, ze niet af te breken tot afval",Afval hoeft niet op andere manier verwerkt te worden,"they did, they do not break down into waste",Waste need not be processed in some way,2,g,Metro;Field1
Daarom zijn de mensen van de auto's af (en hoeven ze niet voor het afval een oplossing te vinden),Afval hoeft niet op andere manier verwerkt te worden,"Therefore, men from the cars (and they do not need to waste to find a solution)",Waste need not be processed in some way,2,g,Metro;Field1
hoeft het afval van de metro wagens niet extra verwerkt te worden,Afval hoeft niet op andere manier verwerkt te worden,the waste of the subway cars do not need to be processed,Waste need not be processed in some way,2,g,Metro;Field1
hoeft niet gesloopt en opgeruimt te worden,Afval hoeft niet op andere manier verwerkt te worden,do not be demolished and cleaned up,Waste need not be processed in some way,2,g,Metro;Field1
hoeven ze niet meer naar de afval verwerkinge gebracht te worden,Afval hoeft niet op andere manier verwerkt te worden,they need not be brought more to the waste processing hold,Waste need not be processed in some way,2,g,Metro;Field1
zodat ze het afval niet hoeven te verwerken,Afval hoeft niet op andere manier verwerkt te worden,so they do not have to process the waste,Waste need not be processed in some way,2,g,Metro;Field1
hoeven ze het niet weg te werken,Afval hoeft niet op andere manier verwerkt te worden,they do not work the way,Waste need not be processed in some way,2,g,Metro;Field1
hoeft het afval nergens anders geloost te worden,Afval hoeft niet op andere manier verwerkt te worden,the waste to be nowhere else geloost,Waste need not be processed in some way,2,g,Metro;Field1
hoeft het afval niet op andere manier verwerkt te worden,Afval hoeft niet op andere manier verwerkt te worden,the waste need not be processed in some way,Waste need not be processed in some way,2,g,Metro;Field1
hoeft dit 'afval' niet op een andere manier verwerkt te worden,Afval hoeft niet op andere manier verwerkt te worden,do this 'waste' not to be processed in a different way,Waste need not be processed in some way,2,g,Metro;Field1
hoeven ze niet op een andere manier verwerkt te worden,Afval hoeft niet op andere manier verwerkt te worden,they need not be processed in a different way,Waste need not be processed in some way,2,g,Metro;Field1
hoefden niet op andere manier verwerkt te worden,Afval hoeft niet op andere manier verwerkt te worden,did not have to be processed in some way,Waste need not be processed in some way,2,g,Metro;Field1
Hoef je 't niet op te ruimen,Afval hoeft niet op andere manier verwerkt te worden,Do not you clean up,Waste need not be processed in some way,2,g,Metro;Field1
Overtollige vuil hoeft niet opgeruimd te worden,Afval hoeft niet op andere manier verwerkt te worden,Excess dirt does not need to be cleaned up,Waste need not be processed in some way,2,g,Metro;Field1
hoeven ze het afval niet verder te verwerken,Afval hoeft niet op andere manier verwerkt te worden,they do not need to be processed no further waste,Waste need not be processed in some way,2,g,Metro;Field1
hoeven ze het niet op te ruimen,Afval hoeft niet op andere manier verwerkt te worden,they do not have to clean up the,Waste need not be processed in some way,2,g,Metro;Field1
hoeven ze deze niet meer af te breken en/of op te ruimen,Afval hoeft niet op andere manier verwerkt te worden,They do this not to break down and / or clean up,Waste need not be processed in some way,2,g,Metro;Field1
meer reli\'ebf,Afval hoeft niet op andere manier verwerkt te worden,more reliable \ 'EBF,Waste need not be processed in some way,0,c,Metro;Field1
reli\'ebf in zee bodem,Afval hoeft niet op andere manier verwerkt te worden,reli \ 'EBF in sea bed,Waste need not be processed in some way,0,c,Metro;Field1
heeft NY minder afval,Afval hoeft niet op andere manier verwerkt te worden,NY has less waste,Waste need not be processed in some way,0,c,Metro;Field1
